,OverallQual,GrLivArea,GarageCars,YearBuilt,GarageArea,FullBath,TotalBsmtSF,ExterQual_E,BsmtQual_E,KitchenQual_E,Neighborhood_E,GarageFinish_E,OverallQual2,YearBuilt2,TotalBsmtSF2,Neighborhood_E2,GrLivArea2,SalePrice
186,7,7.1049654482698426,2,1990,6.210600077024653,2,1188,2.0,4.0,3.0,12.0,2.0,49,3960100,1411344,144.0,50.480534021108284,173000
187,5,7.4127640174265625,1,1916,5.198497031265826,2,660,2.0,2.0,2.0,6.0,2.0,25,3671056,435600,36.0,54.94907037805399,135000
188,5,7.110696122978827,2,1979,6.270988431858299,0,1086,2.0,4.0,2.0,13.0,2.0,25,3916441,1179396,169.0,50.561999353346124,153337
189,8,7.374001859350161,2,2001,6.52649485957079,1,1593,3.0,5.0,4.0,23.0,4.0,64,4004001,2537649,529.0,54.375903421699626,286000
190,8,7.911324018963353,2,1932,6.089044875446846,2,853,3.0,4.0,3.0,18.0,2.0,64,3732624,727609,324.0,62.58904773302646,315000
191,7,7.299797366758161,2,1972,6.184148890937483,1,725,2.0,3.0,3.0,11.0,4.0,49,3888784,525625,121.0,53.28704159572938,184000
192,7,7.266827347520591,2,1999,6.502790045915623,2,1431,3.0,4.0,3.0,17.0,4.0,49,3996001,2047761,289.0,52.80677969867315,192000
193,7,7.444248649496705,2,2004,5.942799375126701,2,970,3.0,4.0,3.0,5.0,2.0,49,4016016,940900,25.0,55.41683795553352,130000
194,5,6.762729506931879,1,1972,5.8664680569332965,1,864,2.0,3.0,2.0,17.0,2.0,25,3888784,746496,289.0,45.734510383927095,127000
195,6,7.284134806195205,2,1976,6.089044875446846,2,855,2.0,4.0,2.0,10.0,2.0,36,3904576,731025,100.0,53.05861987482445,148500
196,7,7.454141078146678,3,2007,6.668228248417403,2,1726,4.0,5.0,4.0,20.0,4.0,49,4028049,2979076,400.0,55.56421921291373,311872
197,8,8.043342170441608,2,1918,6.679599185844383,2,1360,3.0,3.0,3.0,11.0,2.0,64,3678724,1849600,121.0,64.69535327080432,235000
198,6,7.709756864454165,0,1912,0.0,1,755,2.0,3.0,2.0,6.0,1.0,36,3655744,570025,36.0,59.44035090899811,104000
199,8,7.446585099157725,3,2004,6.75343791859778,2,1713,3.0,5.0,4.0,24.0,4.0,64,4016016,2934369,576.0,55.45162963899787,274900
200,4,7.022868086082641,2,2003,6.089044875446846,2,1121,2.0,4.0,2.0,5.0,3.0,16,4012009,1256641,25.0,49.32067615451806,140000
201,6,7.154615356913663,2,1977,6.161207321695077,2,1196,2.0,3.0,2.0,12.0,2.0,36,3908529,1430416,144.0,51.18852090538482,171500
202,6,7.1785454837637,1,1924,5.988961416889864,2,617,2.0,2.0,2.0,6.0,2.0,36,3701776,380689,36.0,51.53151526246421,112000
203,6,6.744059186311348,2,2004,6.042632833682381,1,848,3.0,4.0,3.0,17.0,3.0,36,4016016,719104,289.0,45.48233430847048,149000
204,5,7.158513997329321,1,1947,5.484796933490655,1,720,2.0,3.0,2.0,6.0,2.0,25,3790809,518400,36.0,51.244322649959805,110000
205,7,7.274479558773871,2,1990,6.2166061010848646,2,1424,2.0,4.0,2.0,15.0,3.0,49,3960100,2027776,225.0,52.91805285101889,180500
206,5,7.436617265234227,1,1962,5.857933154483459,1,1140,2.0,3.0,2.0,7.0,3.0,25,3849444,1299600,49.0,55.30327634957979,143900
207,4,7.00397413672268,1,1960,5.746203190540153,1,1100,2.0,3.0,2.0,11.0,3.0,16,3841600,1210000,121.0,49.055653707880204,141000
208,7,7.631916513071252,2,1988,6.12029741895095,2,1157,3.0,4.0,2.0,13.0,4.0,49,3952144,1338649,169.0,58.24614966248965,277000
209,6,6.996681488176539,2,1964,6.22455842927536,1,1092,2.0,4.0,2.0,11.0,3.0,36,3857296,1192464,121.0,48.95355184699227,145000
210,5,6.762729506931879,0,1925,0.0,1,864,2.0,3.0,2.0,5.0,1.0,25,3705625,746496,25.0,45.734510383927095,98000
211,6,7.10085190894405,2,2009,6.133398042996649,2,1212,2.0,4.0,3.0,5.0,3.0,36,4036081,1468944,25.0,50.42209783275436,186000
212,7,7.52456122628536,2,2009,6.4692503167957724,2,900,2.0,4.0,3.0,20.0,3.0,49,4036081,810000,400.0,56.619021648117034,252678
213,5,6.898714534329988,2,1995,6.3578422665081,1,990,2.0,4.0,2.0,17.0,2.0,25,3980025,980100,289.0,47.592262226175826,156000
214,6,7.239214973779806,1,1977,5.703782474656201,1,689,2.0,4.0,2.0,17.0,4.0,36,3908529,474721,289.0,52.40623343659775,161750
215,5,7.1204443723924875,1,1957,6.104793232414985,1,1070,2.0,3.0,3.0,11.0,2.0,25,3829849,1144900,121.0,50.70072806033585,134450
216,7,7.270312886079025,2,2004,6.184148890937483,2,1436,3.0,4.0,3.0,17.0,2.0,49,4016016,2062096,289.0,52.85744946148672,210000
217,4,7.192182058713246,1,1925,5.351858133476067,1,686,2.0,3.0,2.0,6.0,2.0,16,3705625,470596,36.0,51.7274827656767,107000
218,7,7.578145472419466,2,1939,6.068425588244111,1,798,3.0,3.0,3.0,18.0,2.0,49,3759721,636804,324.0,57.42828880115166,311500
219,7,7.130098510125578,2,2005,6.0844994130751715,2,1248,3.0,4.0,3.0,16.0,4.0,49,4020025,1557504,256.0,50.83830476409498,167240
220,7,7.312553498102598,2,2006,6.516193076042964,2,1498,3.0,4.0,3.0,17.0,3.0,49,4024036,2244004,289.0,53.47343866261254,204900
221,6,7.7266536648476425,2,2002,5.968707559985366,2,1010,3.0,4.0,3.0,15.0,3.0,36,4008004,1020100,225.0,59.7011768565035,200000
222,6,7.347943823148687,2,1975,6.075346031088684,2,713,2.0,4.0,2.0,14.0,3.0,36,3900625,508369,196.0,53.99227842814894,179900
223,4,6.762729506931879,2,1971,6.3578422665081,1,864,2.0,3.0,2.0,11.0,2.0,16,3884841,746496,121.0,45.734510383927095,97000
224,10,7.780303087908373,3,2003,6.876264611890766,2,2392,4.0,5.0,4.0,24.0,4.0,100,4012009,5721664,576.0,60.53311613971656,386250
225,5,7.172424577124845,1,1971,5.638354669333745,2,630,2.0,3.0,2.0,3.0,2.0,25,3884841,396900,9.0,51.443674314544516,112000
226,7,7.83241092718792,3,1995,6.582025138892826,2,1203,3.0,4.0,3.0,25.0,3.0,49,3980025,1447209,625.0,61.346660932332725,290000
227,6,6.895682697747868,1,1970,5.638354669333745,1,483,2.0,3.0,2.0,3.0,2.0,36,3880900,233289,9.0,47.55043986801932,106000
228,5,6.816735880594968,1,1967,5.820082930352362,1,912,2.0,3.0,2.0,7.0,2.0,25,3869089,831744,49.0,46.46788806579085,125000
229,7,7.349873704738337,2,2005,6.066108090103747,2,1373,3.0,4.0,3.0,16.0,4.0,49,4020025,1885129,256.0,54.02064347560404,192500
230,6,7.085901464365611,1,1959,5.746203190540153,1,1194,2.0,3.0,2.0,11.0,3.0,36,3837681,1425636,121.0,50.209999562698705,148000
231,8,7.9355873855892,3,1995,6.698268054115413,2,1462,3.0,4.0,4.0,25.0,4.0,64,3980025,2137444,625.0,62.973547154322425,403000
232,6,6.895682697747868,1,1972,5.666426688112432,1,483,2.0,3.0,2.0,3.0,2.0,36,3888784,233289,9.0,47.55043986801932,94500
233,5,6.796823718274855,1,1976,5.733341276897746,1,894,2.0,3.0,2.0,17.0,2.0,25,3904576,799236,289.0,46.19681265730363,128200
234,6,7.581209826196346,2,2002,6.089044875446846,2,860,3.0,4.0,3.0,15.0,4.0,36,4008004,739600,225.0,57.474742428816036,216500
235,6,6.895682697747868,1,1971,5.579729825986222,1,483,2.0,3.0,2.0,3.0,2.0,36,3884841,233289,9.0,47.55043986801932,89500
236,7,7.254884810077338,2,2004,6.20455776256869,2,1414,3.0,4.0,3.0,17.0,3.0,49,4016016,1999396,289.0,52.633353607490896,185500
237,7,7.4645098346365275,2,1993,6.126869184114185,2,996,3.0,4.0,3.0,13.0,3.0,49,3972049,992016,169.0,55.71890707138544,194500
238,8,7.43543801981455,3,2007,6.70808408385307,2,1694,4.0,5.0,3.0,24.0,4.0,64,4028049,2869636,576.0,55.28573854650372,318000
239,6,7.305188215393037,1,1945,5.3981627015177525,1,735,2.0,3.0,2.0,5.0,2.0,36,3783025,540225,25.0,53.3657748623173,113000
240,8,7.356918242356021,2,2008,6.621405651764134,2,1566,3.0,4.0,3.0,20.0,3.0,64,4032064,2452356,400.0,54.12424602471081,262500
241,5,6.7650389767805414,0,1945,0.0,1,686,2.0,3.0,3.0,6.0,1.0,25,3783025,470596,36.0,45.765752357359915,110500
242,5,7.273092595999522,1,1900,5.8664680569332965,1,540,2.0,3.0,2.0,6.0,2.0,25,3610000,291600,36.0,52.897875909983064,79000
243,6,7.1049654482698426,1,1980,5.666426688112432,1,626,2.0,4.0,2.0,13.0,3.0,36,3920400,391876,169.0,50.480534021108284,120000
244,7,7.65491704784832,2,1994,6.139884552226255,2,948,3.0,4.0,3.0,13.0,3.0,49,3976036,898704,169.0,58.59775500943884,205000
245,7,7.5352967024440884,2,1988,6.405228458030842,2,1845,2.0,4.0,2.0,14.0,4.0,49,3952144,3404025,196.0,56.78069639386475,241500
246,6,7.564757012905729,1,1910,6.089044875446846,2,1020,2.0,2.0,1.0,6.0,2.0,36,3648100,1040400,36.0,57.22554866430641,137000
247,6,7.226936018493289,2,1954,6.113682179832232,1,1367,2.0,3.0,2.0,11.0,2.0,36,3818116,1868689,121.0,52.228604215395634,140000
248,7,7.419979923661835,2,2003,6.2166061010848646,2,840,3.0,4.0,3.0,17.0,3.0,49,4012009,705600,289.0,55.056102067544685,180000
249,6,7.6708948313621175,2,1958,5.966146739123692,2,1444,3.0,4.0,3.0,19.0,4.0,36,3833764,2085136,361.0,58.84262751381805,277000
250,3,7.175489713624222,0,1940,0.0,1,728,2.0,3.0,1.0,4.0,1.0,9,3763600,529984,16.0,51.48765263032701,76500
251,8,7.3938782901077555,2,2006,6.289715570908998,2,1573,3.0,4.0,3.0,18.0,4.0,64,4024036,2474329,324.0,54.66943616892679,235000
252,6,7.403061091090091,2,2004,6.255750041753367,2,798,3.0,4.0,3.0,13.0,3.0,36,4016016,636804,169.0,54.805313518412014,173000
253,6,7.172424577124845,1,1964,5.736572297479192,2,1302,2.0,4.0,3.0,11.0,3.0,36,3857296,1695204,121.0,51.443674314544516,158000
254,5,7.181591944611865,1,1957,5.68697535633982,1,1314,2.0,3.0,2.0,11.0,3.0,25,3829849,1726596,121.0,51.57526285891403,145000
255,7,7.73718007783463,2,1999,6.063785208687608,2,975,3.0,4.0,3.0,15.0,4.0,49,3996001,950625,225.0,59.86395555684109,230000
256,6,7.455298485683291,2,2003,6.513230110912307,2,864,3.0,4.0,3.0,20.0,3.0,36,4012009,746496,400.0,55.58147551063157,207500
257,7,7.380879035564116,2,2006,6.493753839851686,2,1604,3.0,4.0,3.0,17.0,3.0,49,4024036,2572816,289.0,54.47737533762988,220000
258,7,7.491645473605133,2,2001,6.336825731146441,2,963,3.0,4.0,3.0,17.0,3.0,49,4004001,927369,289.0,56.12475190218828,231500
259,5,6.78332520060396,1,1956,5.733341276897746,1,0,2.0,1.0,2.0,6.0,2.0,25,3825936,0,36.0,46.01350077714875,97000
260,6,7.232010331664759,2,1962,6.785587645007929,1,1362,2.0,3.0,2.0,11.0,2.0,36,3849444,1855044,121.0,52.30197343730581,176000
261,8,7.853604813097837,3,2007,6.767343125265392,2,1482,3.0,5.0,4.0,17.0,4.0,64,4028049,2196324,289.0,61.67910856031351,276000
262,6,7.10085190894405,2,1977,6.20050917404269,1,506,2.0,4.0,2.0,7.0,2.0,36,3908529,256036,49.0,50.42209783275436,151000
263,5,7.183111701743281,2,1929,6.184148890937483,1,926,2.0,3.0,2.0,6.0,2.0,25,3721041,857476,36.0,51.59709371972125,130000
264,5,6.639875833826536,2,1925,6.22455842927536,1,680,2.0,2.0,2.0,6.0,2.0,25,3705625,462400,36.0,44.08795108863363,73000
265,6,7.260522598089852,2,1981,6.3578422665081,2,1422,2.0,4.0,3.0,14.0,4.0,36,3924361,2022084,196.0,52.71518839737342,175500
266,6,7.321188556739478,2,1997,6.025865973825314,2,802,2.0,4.0,2.0,15.0,4.0,36,3988009,643204,225.0,53.59980188333308,185000
267,5,7.693025748417888,1,1939,5.484796933490655,2,720,2.0,3.0,3.0,9.0,2.0,25,3759721,518400,81.0,59.18264516582061,179500
268,5,6.658011045870748,1,1940,6.829793737512425,1,740,2.0,3.0,2.0,2.0,4.0,25,3763600,547600,4.0,44.3291110869369,120500
269,6,7.01571242048723,1,1976,6.22455842927536,1,1143,2.0,3.0,2.0,5.0,3.0,36,3904576,1306449,25.0,49.220220766978784,148000
270,8,7.570443252057374,3,2006,6.960347729101308,2,1095,3.0,4.0,3.0,20.0,3.0,64,4024036,1199025,400.0,57.31161103262103,266000
271,7,7.218176838403408,2,1954,6.0867747269123065,1,1385,2.0,4.0,2.0,19.0,2.0,49,3818116,1918225,361.0,52.102076870463414,241500
272,8,7.7279755421055585,3,1999,6.51025834052315,2,1152,3.0,4.0,3.0,25.0,4.0,64,3996001,1327104,625.0,59.7216059793817,290000
273,6,7.398174092970465,1,1958,5.82600010738045,2,1240,2.0,3.0,2.0,11.0,3.0,36,3833764,1537600,121.0,54.73297990989936,139000
274,5,6.705639094860003,1,1982,5.579729825986222,1,816,2.0,3.0,2.0,12.0,2.0,25,3928324,665856,144.0,44.96559567051488,124500
275,7,7.3453648404168685,2,1925,6.511745329644728,2,952,3.0,3.0,4.0,4.0,2.0,49,3705625,906304,16.0,53.95438463883233,205000
276,7,7.353081920515432,2,2003,6.352629396319567,2,1560,3.0,5.0,3.0,12.0,4.0,49,4012009,2433600,144.0,54.067813729810915,201000
277,4,6.762729506931879,2,1951,5.993961427306569,1,864,2.0,3.0,2.0,15.0,2.0,16,3806401,746496,225.0,45.734510383927095,141000
278,9,7.660114319173928,3,2006,6.597145701886651,2,2121,4.0,5.0,4.0,24.0,4.0,81,4024036,4498641,576.0,58.677351382813455,415298
279,7,7.612336837167746,2,1977,6.226536669287466,2,1160,2.0,4.0,2.0,19.0,4.0,49,3908529,1345600,361.0,57.94767212250104,192000
280,7,7.592366128519796,2,1989,6.3561076606958915,2,807,3.0,4.0,3.0,13.0,4.0,49,3956121,651249,169.0,57.64402342949467,228500
281,6,7.141245122350491,2,2006,6.35088571671474,2,1262,3.0,4.0,3.0,20.0,4.0,36,4024036,1592644,400.0,50.997381897494684,185000
282,7,7.181591944611865,2,2007,6.440946540632921,2,1314,3.0,4.0,3.0,24.0,3.0,49,4028049,1726596,576.0,51.57526285891403,207500
283,8,7.292337176173877,3,2008,6.80128303447162,2,1468,3.0,4.0,3.0,20.0,4.0,64,4032064,2155024,400.0,53.1781814910076,244600
284,6,7.362645270417825,2,1992,6.272877006546167,2,1575,3.0,4.0,3.0,13.0,3.0,36,3968064,2480625,169.0,54.208545378005965,179200
285,7,7.1316985104669115,2,2006,6.270988431858299,2,625,3.0,4.0,3.0,20.0,3.0,49,4024036,390625,400.0,50.86112364419596,164700
286,6,7.45876269238096,2,1962,6.089044875446846,1,912,2.0,3.0,3.0,11.0,3.0,36,3849444,831744,121.0,55.633140901254066,159000
287,4,6.755768921984255,0,1971,0.0,1,858,2.0,3.0,2.0,11.0,1.0,16,3884841,736164,121.0,45.6404137272483,88000
288,5,6.803505257608338,1,1967,5.638354669333745,1,882,2.0,3.0,2.0,7.0,2.0,25,3869089,777924,49.0,46.28768379030429,122000
289,6,7.242082359256962,1,1915,5.953243334287785,1,698,2.0,3.0,2.0,4.0,2.0,36,3667225,487204,16.0,52.447756898260884,153575
290,8,7.560080465021827,2,2006,6.530877627725885,2,1079,3.0,4.0,3.0,17.0,3.0,64,4024036,1164241,289.0,57.15481663760465,233230
291,5,7.448333860897476,0,1912,0.0,2,780,2.0,3.0,1.0,9.0,1.0,25,3655744,608400,81.0,55.4776773033919,135900
292,5,7.448333860897476,1,1949,5.641907070938114,1,768,2.0,3.0,2.0,5.0,2.0,25,3798601,589824,25.0,55.4776773033919,131000
293,7,7.724888439323074,2,1977,6.29156913955832,2,795,2.0,3.0,3.0,14.0,4.0,49,3908529,632025,196.0,59.67390139998728,235000
294,6,7.405495663199472,2,1953,6.037870919922137,1,1416,2.0,3.0,2.0,11.0,4.0,36,3814209,2005056,121.0,54.841366017666196,167000
295,6,6.911747300251674,2,1984,6.3784261836515865,1,1003,2.0,3.0,2.0,12.0,2.0,36,3936256,1006009,144.0,47.77225074253631,142500
296,5,7.351799869057777,1,1950,5.645446897643238,1,910,2.0,3.0,2.0,2.0,2.0,25,3802500,828100,4.0,54.04896131467794,152000
297,7,7.576097340623111,2,1997,6.3578422665081,2,975,3.0,4.0,3.0,20.0,3.0,49,3988009,950625,400.0,57.397250914596576,239000
298,6,7.463936604468925,2,1968,6.29156913955832,1,702,3.0,3.0,2.0,14.0,2.0,36,3873024,492804,196.0,55.71034963553111,175000
299,6,7.050122520269059,1,1950,5.707110264748875,1,1092,2.0,3.0,3.0,18.0,2.0,36,3802500,1192464,324.0,49.704227550804944,158500
300,5,7.198183577101943,1,1953,5.929589143389895,1,1165,2.0,3.0,2.0,18.0,2.0,25,3814209,1357225,324.0,51.81384680966013,157000
301,8,7.8050670442584895,2,1998,6.52795791762255,2,1028,3.0,4.0,3.0,17.0,4.0,64,3992004,1056784,289.0,60.919071565369954,267000
302,7,7.340835554123275,3,2001,6.738152494595957,2,1541,3.0,4.0,3.0,17.0,3.0,49,4004001,2374681,289.0,53.887866632680364,205000
303,5,6.796823718274855,2,1972,6.315358001522335,1,894,2.0,3.0,2.0,17.0,2.0,25,3888784,799236,289.0,46.19681265730363,149900
304,7,8.158802490694002,3,1880,6.769641976852503,3,1470,2.0,3.0,3.0,6.0,2.0,49,3534400,2160900,36.0,66.56605808215465,295000
305,8,7.601402334583733,3,2004,6.790097235513905,2,2000,3.0,4.0,3.0,17.0,4.0,64,4016016,4000000,289.0,57.781317452215035,305900
306,7,7.716015266642587,3,1990,6.616065185132817,2,700,3.0,4.0,3.0,13.0,3.0,49,3960100,490000,169.0,59.53689159506147,225000
307,6,7.249215057114389,0,1920,0.0,1,319,2.0,3.0,1.0,2.0,1.0,36,3686400,101761,4.0,52.551118944293975,89500
308,4,6.759255270663693,2,1940,6.29156913955832,1,861,2.0,3.0,2.0,5.0,2.0,16,3763600,741321,25.0,45.68753181399491,82500
309,9,7.573017256052546,3,2003,6.5638555265321274,2,1896,3.0,5.0,4.0,24.0,4.0,81,4012009,3594816,576.0,57.35059036046964,360000
310,6,7.31455283232408,2,1993,6.042632833682381,2,697,2.0,4.0,3.0,15.0,4.0,36,3972049,485809,225.0,53.50268313686022,165600
311,6,6.880384082186005,1,1948,5.484796933490655,1,972,2.0,3.0,2.0,11.0,2.0,36,3794704,944784,121.0,47.339685118398556,132000
312,5,7.020190708311925,2,1939,6.018593214496234,1,793,2.0,4.0,2.0,6.0,2.0,25,3759721,628849,36.0,49.28307758106909,119900
313,7,7.619233416226805,2,1965,6.2422232654551655,2,2136,2.0,4.0,2.0,22.0,3.0,49,3861225,4562496,484.0,58.0527178509472,375000
314,7,7.403670290012373,2,1925,6.304448802421981,1,728,2.0,3.0,4.0,6.0,2.0,49,3705625,529984,36.0,54.8143337632119,178000
315,7,7.267525427828172,2,2004,6.07073772800249,2,716,3.0,4.0,3.0,15.0,4.0,49,4016016,512656,225.0,52.81692584412905,188500
316,7,7.763871287820222,2,1980,6.184148890937483,2,845,3.0,4.0,4.0,14.0,3.0,49,3920400,714025,196.0,60.27769737383923,260000
317,8,7.580699752224563,3,2006,6.933423025730715,2,1088,3.0,4.0,3.0,20.0,3.0,64,4024036,1183744,400.0,57.46700873337755,270000
318,7,7.881182202227102,3,1993,6.48768401848461,2,1347,3.0,4.0,3.0,25.0,3.0,49,3972049,1814409,625.0,62.11303290470123,260000
319,7,7.29505641646263,2,1980,6.3784261836515865,2,1372,2.0,4.0,2.0,14.0,2.0,49,3920400,1882384,196.0,53.2178481193726,187500
320,9,7.862112211662748,3,2006,6.734591659972948,3,1249,2.0,5.0,3.0,24.0,3.0,81,4024036,1560001,576.0,61.81280842877651,342643
321,8,7.81156848934518,3,2004,6.771935555839602,2,1136,3.0,5.0,3.0,24.0,4.0,64,4016016,1290496,576.0,61.02060226373053,354000
322,7,7.912423121473705,2,1986,6.3578422665081,2,1502,3.0,3.0,3.0,13.0,4.0,49,3944196,2256004,169.0,62.606439653231696,301000
323,3,7.059617628291383,1,1955,5.3981627015177525,1,1162,2.0,3.0,2.0,6.0,2.0,9,3822025,1350244,36.0,49.83820105768245,126175
324,7,7.999342952713282,2,1967,6.336825731146441,2,710,3.0,4.0,3.0,11.0,4.0,49,3869089,504100,121.0,63.98948767512365,242000
325,5,6.6895992691789665,2,1941,5.8888779583328805,1,720,2.0,3.0,2.0,2.0,2.0,25,3767481,518400,4.0,44.75073838219976,87000
326,8,7.450079569807499,2,1993,6.161207321695077,1,1719,3.0,4.0,3.0,21.0,4.0,64,3972049,2954961,441.0,55.503685596463086,324000
327,6,7.232733136177615,1,1960,5.680172609017068,1,1383,2.0,3.0,2.0,11.0,3.0,36,3841600,1912689,121.0,52.31242861916167,145250
328,6,7.666221925662725,2,1916,6.091309882077698,2,844,2.0,3.0,3.0,4.0,2.0,36,3671056,712336,16.0,58.7709586135119,214500
329,5,7.084226422097916,1,1920,5.247024072160486,1,596,2.0,3.0,2.0,2.0,2.0,25,3686400,355216,4.0,50.186263999550235,78000
330,5,7.455298485683291,1,1964,5.8664680569332965,2,1728,2.0,3.0,2.0,11.0,2.0,25,3857296,2985984,121.0,55.58147551063157,119000
331,5,6.963189985870238,1,1958,5.733341276897746,1,1056,2.0,3.0,2.0,11.0,3.0,25,3833764,1115136,121.0,48.48601477932356,139000
332,8,7.396335293800808,3,2003,6.78105762593618,2,3206,3.0,4.0,3.0,24.0,3.0,64,4012009,10278436,576.0,54.705775778323485,284000
333,7,7.214504414151143,2,2004,6.184148890937483,2,1358,3.0,4.0,3.0,24.0,3.0,49,4016016,1844164,576.0,52.049073941806334,207000
334,6,7.40184157874383,2,1998,6.159095388491933,2,943,2.0,4.0,2.0,15.0,4.0,36,3992004,889249,225.0,54.787258756820954,192000
335,5,7.488293515159428,2,1965,6.272877006546167,2,1499,2.0,3.0,2.0,22.0,4.0,25,3861225,2247001,484.0,56.074539769178735,228950
336,9,7.56164174558878,3,2005,6.517671272912275,2,1922,3.0,5.0,3.0,23.0,4.0,81,4020025,3694084,529.0,57.17842588863093,377426
337,7,7.337587743538596,2,2002,6.278521424165844,2,1536,3.0,4.0,3.0,17.0,3.0,49,4008004,2359296,289.0,53.84019389412783,214000
338,7,7.3914152346753585,2,1984,6.089044875446846,2,1208,3.0,4.0,3.0,14.0,3.0,49,3936256,1459264,196.0,54.633019171390984,202500
339,6,7.103322062526113,1,1958,5.697093486505405,1,1215,2.0,3.0,2.0,11.0,2.0,36,3833764,1476225,121.0,50.457184323970225,155000
340,8,7.554334823725748,2,2002,6.068425588244111,2,967,3.0,4.0,3.0,22.0,4.0,64,4008004,935089,484.0,57.067974628955525,202900
341,4,6.7357800142423265,1,1950,5.68697535633982,1,721,1.0,3.0,2.0,13.0,2.0,16,3802500,519841,169.0,45.370732400266355,82000
342,3,6.947937068614969,2,1949,5.993961427306569,2,0,2.0,1.0,2.0,11.0,2.0,9,3798601,0,121.0,48.27382950943397,87500
343,9,7.429520842786462,2,2005,6.336825731146441,2,1684,4.0,5.0,4.0,24.0,3.0,81,4020025,2835856,576.0,55.19777995339846,266000
344,5,7.014814351275545,1,1976,5.820082930352362,1,536,2.0,4.0,2.0,1.0,2.0,25,3904576,287296,1.0,49.20762038286134,85000
345,6,7.363913501405819,1,1939,5.746203190540153,1,972,2.0,3.0,1.0,4.0,2.0,36,3759721,944784,16.0,54.22722205618691,140200
346,6,6.8658910748834385,1,1960,5.71042701737487,1,958,2.0,3.0,2.0,11.0,3.0,36,3841600,917764,121.0,47.14046025216406,151500
347,6,7.2991214627108,2,1960,6.212606095751519,2,1478,2.0,3.0,2.0,11.0,2.0,36,3841600,2184484,121.0,53.277174127405445,157500
348,7,7.394493107219038,2,2003,6.163314804034641,2,764,3.0,4.0,3.0,24.0,3.0,49,4012009,583696,576.0,54.67852831270986,154000
349,9,7.911690520708339,3,2005,6.561030665896573,2,1848,4.0,5.0,4.0,24.0,4.0,81,4020025,3415104,576.0,62.59484689546618,437154
350,9,7.533693709848633,2,2007,6.42648845745769,2,1869,4.0,5.0,4.0,24.0,3.0,81,4028049,3493161,576.0,56.756540913812856,318061
351,7,7.282073658093465,2,1986,6.100318952020064,1,1453,2.0,4.0,3.0,19.0,3.0,49,3944196,2111209,361.0,53.02859676189873,190000
352,5,7.013915474810528,1,1941,5.303304908059076,1,616,2.0,3.0,2.0,5.0,2.0,25,3767481,379456,25.0,49.19501028778659,95000
353,6,6.580639137284949,2,1928,6.184148890937483,1,624,2.0,3.0,2.0,6.0,2.0,36,3717184,389376,36.0,43.3048114551664,105900
354,6,7.3752557780097545,1,1940,5.484796933490655,1,940,2.0,3.0,2.0,9.0,2.0,36,3763600,883600,81.0,54.39439779106627,140000
355,6,7.0909098220799835,2,1995,6.257667587882639,2,1200,3.0,4.0,3.0,17.0,3.0,36,3980025,1440000,289.0,50.28100210487038,177500
356,6,7.0630481633881725,2,1992,5.993961427306569,2,1158,2.0,4.0,3.0,15.0,3.0,36,3968064,1340964,225.0,49.88664935834104,173000
357,5,7.04141166379481,2,1976,6.270988431858299,1,1142,2.0,4.0,2.0,1.0,4.0,25,3904576,1304164,1.0,49.5814782190256,134000
358,5,7.210079628170788,1,1958,5.666426688112432,1,1062,2.0,3.0,3.0,19.0,2.0,25,3833764,1127844,361.0,51.98524824456341,130000
359,8,7.562681246721884,2,1998,6.385194398997726,2,1086,3.0,4.0,3.0,25.0,3.0,64,3992004,1179396,625.0,57.194147639518874,280000
360,6,6.816735880594968,2,1978,6.154858094016418,1,888,2.0,4.0,2.0,12.0,3.0,36,3912484,788544,144.0,46.46788806579085,156000
361,5,7.317212408359839,1,1940,5.484796933490655,1,883,2.0,3.0,2.0,4.0,2.0,25,3763600,779689,16.0,53.541597429055194,145000
