,OverallQual,GrLivArea,GarageCars,YearBuilt,GarageArea,FullBath,TotalBsmtSF,ExterQual_E,BsmtQual_E,KitchenQual_E,Neighborhood_E,GarageFinish_E,GarageType_E,Foundation_E,OverallQual2,TotalBsmtSF2,Neighborhood_E2
722,4,6.762729506931879,2,1970,6.139884552226255,1,6.762729506931879,2.0,3.0,2.0,11.0,2.0,3.0,3.0,16,45.734510383927095,121.0
723,4,7.293697720601438,1,1954,6.3080984415095305,2,6.848005274576363,2.0,3.0,2.0,5.0,2.0,3.0,6.0,16,46.89517624062569,25.0
724,9,7.4377951216719325,3,2007,6.645090969505644,2,7.4377951216719325,4.0,5.0,4.0,5.0,4.0,6.0,6.0,81,55.3207962719668,25.0
725,4,6.762729506931879,2,1970,6.493753839851686,1,6.762729506931879,2.0,3.0,3.0,11.0,2.0,3.0,3.0,16,45.734510383927095,121.0
726,6,7.427144133408616,2,1988,6.293419278846481,2,6.78105762593618,3.0,4.0,3.0,18.0,4.0,6.0,3.0,36,45.982742526267224,324.0
727,7,7.117205503164344,2,2007,6.450470422144176,2,7.117205503164344,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,50.65461417427282,289.0
728,5,7.482681828154651,3,1958,6.790097235513905,2,7.368339686311381,2.0,3.0,2.0,11.0,2.0,3.0,3.0,25,54.2924297328713,121.0
729,4,7.097548850614793,2,1925,6.29156913955832,1,6.660575149839686,2.0,3.0,2.0,2.0,2.0,3.0,3.0,16,44.363261326661956,4.0
730,8,7.388327859577107,2,1995,6.411818267709897,2,7.3752557780097545,3.0,4.0,3.0,23.0,3.0,6.0,6.0,64,54.39439779106627,529.0
731,7,7.044905117129371,2,2003,6.0844994130751715,2,6.767343125265392,3.0,5.0,3.0,22.0,4.0,6.0,6.0,49,45.796932975076764,484.0
732,7,7.616775808698373,2,1998,6.295266001439646,2,7.050989447068045,3.0,4.0,3.0,17.0,4.0,6.0,6.0,49,49.71645218266494,289.0
733,5,7.0431599159883405,1,1961,5.579729825986222,1,6.762729506931879,2.0,3.0,2.0,7.0,3.0,6.0,3.0,25,45.734510383927095,49.0
734,5,6.855408798609928,1,1968,5.707110264748875,1,6.855408798609928,2.0,3.0,2.0,7.0,2.0,6.0,6.0,25,46.99662979605842,49.0
735,7,7.478169694159785,2,1914,5.771441123130016,1,6.78105762593618,2.0,4.0,2.0,6.0,2.0,3.0,2.0,49,45.982742526267224,36.0
736,3,6.947937068614969,2,1950,5.993961427306569,2,0.0,2.0,1.0,2.0,11.0,2.0,3.0,3.0,9,0.0,121.0
737,8,7.496652438168283,3,2005,6.68586094706836,2,6.795705775173514,3.0,4.0,3.0,15.0,4.0,6.0,6.0,64,46.181616982726645,225.0
738,5,7.0909098220799835,0,1987,0.0,3,7.0909098220799835,2.0,4.0,2.0,5.0,1.0,1.0,3.0,25,50.28100210487038,25.0
739,7,7.455298485683291,2,2004,6.35088571671474,2,6.762729506931879,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,45.734510383927095,289.0
740,5,7.267525427828172,2,1910,5.8888779583328805,2,5.579729825986222,2.0,2.0,2.0,6.0,2.0,3.0,2.0,25,31.133384931000236,36.0
741,6,6.816735880594968,1,1961,5.666426688112432,1,6.816735880594968,2.0,3.0,3.0,7.0,2.0,3.0,3.0,36,46.46788806579085,49.0
742,7,7.2078598714324755,2,2000,6.29156913955832,2,7.2078598714324755,2.0,4.0,2.0,13.0,2.0,6.0,6.0,49,51.95324392620658,169.0
743,5,7.289610521451167,2,1963,6.175867270105761,2,6.255750041753367,2.0,4.0,2.0,7.0,3.0,6.0,3.0,25,39.13440858489725,49.0
744,8,7.198931240688173,2,1993,6.137727054086234,2,7.198931240688173,3.0,4.0,3.0,23.0,3.0,6.0,6.0,64,51.82461100815616,529.0
745,8,7.906915488678587,2,1976,6.723832440821209,3,7.04141166379481,4.0,3.0,3.0,14.0,4.0,7.0,3.0,64,49.5814782190256,196.0
746,7,7.721791776817535,2,2000,6.318968113746434,2,6.859614903654202,3.0,4.0,3.0,15.0,4.0,7.0,6.0,49,47.05431662643485,225.0
747,7,7.878912912297133,4,1880,6.762729506931879,1,7.123672785204607,3.0,3.0,3.0,6.0,2.0,3.0,4.0,49,50.74671395066476,36.0
748,7,7.450660796211539,2,1996,6.269096283706261,2,7.450660796211539,3.0,4.0,3.0,25.0,4.0,6.0,6.0,49,55.51234630020357,625.0
749,4,7.333023014386481,1,1945,5.484796933490655,2,0.0,2.0,1.0,2.0,5.0,2.0,3.0,1.0,16,0.0,25.0
750,4,7.039660349862076,0,1910,0.0,1,6.3578422665081,2.0,3.0,2.0,6.0,1.0,1.0,2.0,16,40.422158285796854,36.0
751,7,7.186144304522325,2,2003,5.993961427306569,2,6.493753839851686,3.0,4.0,3.0,15.0,4.0,6.0,6.0,49,42.168838932588514,225.0
752,6,7.3098814858247865,2,1997,6.3578422665081,2,7.299797366758161,2.0,4.0,3.0,17.0,3.0,6.0,6.0,36,53.28704159572938,289.0
753,8,7.649216319820633,3,2005,6.778784897685177,2,6.93828448401696,3.0,4.0,4.0,24.0,3.0,6.0,6.0,64,48.1397915811505,576.0
754,6,6.934397209928558,2,1969,6.089044875446846,1,6.934397209928558,2.0,3.0,3.0,11.0,3.0,3.0,3.0,36,48.08586466506497,121.0
755,6,7.294377299288821,2,1999,6.089044875446846,2,6.593044534142437,2.0,4.0,2.0,20.0,2.0,3.0,6.0,36,43.468236229185464,400.0
756,8,7.478169694159785,2,2007,6.361302477572996,2,6.7650389767805414,3.0,4.0,3.0,17.0,3.0,6.0,6.0,64,45.765752357359915,289.0
757,6,7.234898420314831,2,1978,6.089044875446846,2,6.511745329644728,2.0,3.0,2.0,7.0,4.0,6.0,3.0,36,42.402827238149925,49.0
758,7,7.31455283232408,2,1999,6.089044875446846,2,6.61338421837956,2.0,4.0,2.0,20.0,2.0,3.0,6.0,49,43.73685081991182,400.0
759,8,7.836764783264067,3,1995,6.6240652277998935,2,7.1846291527173145,3.0,4.0,3.0,25.0,3.0,6.0,6.0,64,51.618896062075514,625.0
760,6,6.762729506931879,1,1959,5.707110264748875,1,6.762729506931879,2.0,3.0,2.0,11.0,2.0,3.0,3.0,36,45.734510383927095,121.0
761,5,7.171656822768514,2,1924,6.089044875446846,1,7.044032897274685,2.0,3.0,1.0,4.0,2.0,3.0,6.0,25,49.618399457887996,16.0
762,7,7.344719054149673,2,2009,6.421622267806518,2,6.6293632534374485,2.0,4.0,3.0,20.0,2.0,6.0,6.0,49,43.948457146026755,400.0
763,8,7.768956044538332,3,1999,6.75343791859778,2,7.133295954896068,3.0,4.0,3.0,25.0,3.0,6.0,6.0,64,50.883911180136614,625.0
764,8,7.3098814858247865,2,1995,6.1779441140506,1,7.3098814858247865,3.0,4.0,4.0,21.0,4.0,6.0,6.0,64,53.43436733680399,441.0
765,9,7.317876198626496,2,2008,6.385194398997726,2,7.312553498102598,3.0,4.0,4.0,20.0,4.0,6.0,6.0,81,53.47343866261254,400.0
766,7,7.44716835960004,2,1988,6.208590026096629,2,6.8885724595653635,2.0,4.0,2.0,14.0,2.0,6.0,3.0,49,47.4524305306824,196.0
767,6,7.467942332285852,1,1940,6.049733455231958,2,6.891625897052253,2.0,4.0,2.0,12.0,2.0,6.0,3.0,36,47.49450750492127,144.0
768,7,7.515889085215125,2,2004,6.184148890937483,2,7.528869256642251,3.0,4.0,3.0,17.0,4.0,6.0,6.0,49,56.683872283612835,289.0
770,5,6.755768921984255,2,1982,6.3578422665081,1,6.755768921984255,2.0,4.0,2.0,7.0,2.0,3.0,3.0,25,45.6404137272483,49.0
771,4,7.107425474110705,2,1951,5.983936280687191,1,6.729824070489475,2.0,2.0,2.0,5.0,2.0,3.0,3.0,16,45.29053201973953,25.0
772,6,7.0192966537150445,2,1976,6.511745329644728,1,6.937314081223682,2.0,3.0,2.0,5.0,2.0,3.0,3.0,36,48.126326661544375,25.0
773,5,6.816735880594968,1,1958,5.62040086571715,1,6.816735880594968,2.0,3.0,2.0,11.0,3.0,6.0,3.0,25,46.46788806579085,121.0
774,8,7.587817219993427,3,2006,6.79794041297493,2,7.568379267836522,3.0,4.0,3.0,24.0,4.0,6.0,6.0,64,57.28036474181769,576.0
775,6,7.094234845924755,2,1998,6.023447592961033,2,7.094234845924755,2.0,5.0,2.0,12.0,4.0,6.0,6.0,36,50.32816804913303,144.0
776,7,7.387090235656757,3,2005,6.763884908562435,2,7.387090235656757,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,54.5691021497354,289.0
777,5,6.796823718274855,2,1974,6.089044875446846,1,6.762729506931879,2.0,3.0,2.0,7.0,2.0,6.0,3.0,25,45.734510383927095,49.0
778,5,7.611347717403621,2,1977,6.447305862541213,2,0.0,2.0,1.0,2.0,13.0,2.0,3.0,1.0,25,0.0,169.0
779,6,6.912742820493176,2,1977,6.22455842927536,1,6.883462586413092,2.0,4.0,2.0,12.0,2.0,6.0,3.0,36,47.38205717854881,144.0
780,7,7.134093721192866,2,1995,5.998936561946683,2,7.121252453244542,2.0,4.0,2.0,15.0,4.0,6.0,6.0,49,50.7122365028414,225.0
781,6,7.38025578842646,2,1992,6.184148890937483,2,6.635946555686647,3.0,4.0,3.0,13.0,3.0,6.0,6.0,36,44.035786689929466,169.0
782,7,7.266128779556451,2,2001,6.406879986069314,2,7.254177846456518,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,52.62309622802052,289.0
783,5,7.01301578963963,2,1978,6.401917196727186,1,7.001245622069476,2.0,4.0,3.0,12.0,4.0,6.0,6.0,25,49.017440260547005,144.0
784,6,7.3031700512368,0,1914,0.0,2,6.610696044717759,2.0,3.0,2.0,6.0,1.0,1.0,3.0,36,43.701302195647024,36.0
785,6,7.202661196523238,2,1967,6.126869184114185,2,7.224753405767971,2.0,3.0,2.0,14.0,2.0,6.0,3.0,36,52.1970617741559,196.0
786,5,7.410347097821024,1,1915,6.0330862217988015,2,6.532334292222349,2.0,2.0,2.0,6.0,2.0,3.0,6.0,25,42.67139130534406,36.0
787,7,7.642524134232902,2,2004,6.428105272684596,2,6.863803391452954,3.0,4.0,3.0,13.0,3.0,7.0,6.0,49,47.11179699652108,169.0
788,4,6.804614520062624,1,1954,5.641907070938114,1,6.804614520062624,2.0,3.0,2.0,6.0,2.0,3.0,3.0,16,46.302778766647094,36.0
789,6,7.643961949002529,2,1966,6.09807428216624,2,6.725033642166843,2.0,3.0,3.0,19.0,4.0,6.0,3.0,36,45.226077488275834,361.0
790,7,7.044032897274685,2,2005,5.986452005284438,2,7.044032897274685,3.0,4.0,3.0,16.0,4.0,6.0,6.0,49,49.618399457887996,256.0
791,6,6.968850378341948,2,1976,6.29156913955832,1,6.937314081223682,2.0,4.0,2.0,12.0,3.0,6.0,6.0,36,48.126326661544375,144.0
792,7,7.607878073278507,2,1996,6.1224928095143865,2,7.0192966537150445,3.0,4.0,2.0,25.0,2.0,6.0,6.0,49,49.27052551285522,625.0
793,8,7.311218384419629,2,2007,6.163314804034641,2,7.311218384419629,3.0,4.0,3.0,20.0,4.0,6.0,6.0,64,53.45391426467557,400.0
794,7,7.547501682814967,2,1994,6.016157159698354,2,6.569481420414296,3.0,4.0,3.0,15.0,4.0,6.0,6.0,49,43.15808613316864,225.0
795,6,7.355641102974253,2,1980,6.1675164908883415,2,6.478509642208569,2.0,4.0,2.0,13.0,2.0,6.0,3.0,36,41.9710871841894,169.0
796,6,7.1592919047975645,2,1977,6.270988431858299,1,6.493753839851686,2.0,3.0,2.0,7.0,3.0,6.0,3.0,36,42.168838932588514,49.0
797,5,6.651571873589727,1,1953,5.484796933490655,1,6.651571873589727,2.0,3.0,2.0,11.0,2.0,6.0,3.0,25,44.243408389529954,121.0
798,9,8.052296499538647,3,2008,6.710523109452428,3,7.563719668414366,4.0,5.0,4.0,24.0,4.0,7.0,6.0,81,57.209855222358335,576.0
799,5,7.478169694159785,1,1937,5.484796933490655,1,6.595780513961311,2.0,4.0,3.0,9.0,2.0,3.0,2.0,25,43.50432058835174,81.0
800,6,7.4318919168078,2,1997,6.403574197934815,2,6.424869023905388,2.0,4.0,3.0,19.0,3.0,6.0,6.0,36,41.27894197433898,361.0
801,4,7.087573705557973,2,1916,6.089044875446846,1,7.087573705557973,2.0,3.0,2.0,2.0,2.0,3.0,3.0,16,50.23370103171678,4.0
802,7,7.284134806195205,2,2005,6.018593214496234,2,6.591673732008658,3.0,4.0,3.0,17.0,4.0,6.0,6.0,49,43.450162589252955,289.0
804,5,7.029087564149662,1,1954,5.659482215759621,1,6.842683282238422,2.0,3.0,2.0,11.0,2.0,6.0,3.0,25,46.82231450102518,121.0
805,7,7.264730177929867,2,2008,6.318968113746434,2,7.257002707092073,3.0,4.0,4.0,20.0,3.0,6.0,6.0,49,52.664088290741674,400.0
806,5,6.8885724595653635,1,1967,5.953243334287785,2,6.8885724595653635,2.0,3.0,2.0,11.0,4.0,6.0,6.0,25,47.4524305306824,121.0
807,5,7.3632795869630385,2,1923,6.270988431858299,1,7.1891677384203225,2.0,3.0,3.0,4.0,3.0,6.0,3.0,25,51.684132771143574,16.0
808,5,6.99117688712121,2,1966,6.184148890937483,1,6.932447891572509,2.0,3.0,2.0,11.0,3.0,6.0,3.0,25,48.05883376936813,121.0
809,5,7.668093709082406,2,1898,5.8888779583328805,2,6.745236349484363,2.0,3.0,2.0,6.0,2.0,3.0,6.0,25,45.49821341040513,36.0
810,6,7.177782416195197,2,1974,6.184148890937483,1,6.947937068614969,2.0,3.0,3.0,14.0,3.0,6.0,3.0,36,48.27382950943397,196.0
811,6,6.744059186311348,2,2004,6.042632833682381,1,6.744059186311348,3.0,4.0,3.0,17.0,4.0,6.0,6.0,36,45.48233430847048,289.0
812,5,6.951772164398911,2,1952,6.22455842927536,1,6.293419278846481,1.0,3.0,1.0,2.0,2.0,5.0,3.0,25,39.607126219356566,4.0
813,6,7.274479558773871,1,1958,5.71042701737487,1,7.274479558773871,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,52.91805285101889,121.0
814,5,7.1316985104669115,1,1918,5.638354669333745,1,6.532334292222349,2.0,3.0,1.0,5.0,2.0,3.0,2.0,25,42.67139130534406,25.0
815,7,7.415776975415394,2,1998,6.395261598115449,2,7.408530566894626,2.0,4.0,3.0,17.0,3.0,6.0,6.0,49,54.88632516061201,289.0
816,5,6.9167150203536085,1,1954,5.62040086571715,1,6.9167150203536085,2.0,3.0,2.0,11.0,3.0,6.0,3.0,25,47.84094667278522,121.0
817,8,7.432483807917119,3,2002,6.754604099487962,2,7.358193752733032,3.0,4.0,3.0,12.0,3.0,6.0,6.0,64,54.14301530275942,144.0
818,6,6.959398512133975,2,1971,6.089044875446846,1,6.918695219020472,2.0,3.0,2.0,19.0,2.0,6.0,3.0,36,47.86834353369673,361.0
819,7,7.214504414151143,2,2009,6.184148890937483,2,7.214504414151143,3.0,4.0,3.0,24.0,3.0,6.0,6.0,49,52.049073941806334,576.0
820,7,7.403061091090091,2,2003,6.39024066706535,2,6.683360945766275,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,44.66731353139387,289.0
821,4,6.842683282238422,2,1953,6.3578422665081,1,6.842683282238422,1.0,2.0,2.0,6.0,2.0,3.0,3.0,16,46.82231450102518,36.0
822,7,7.458186157340487,2,2003,6.073044534100405,2,6.742880635791903,3.0,4.0,3.0,15.0,4.0,7.0,6.0,49,45.46643926853742,225.0
823,6,7.306531398939505,1,1940,5.484796933490655,2,6.658011045870748,2.0,3.0,2.0,9.0,2.0,3.0,2.0,36,44.3291110869369,81.0
824,8,7.306531398939505,2,2006,6.655440350367647,2,7.306531398939505,3.0,4.0,3.0,20.0,3.0,6.0,6.0,64,53.38540108368888,400.0
825,10,7.642524134232902,3,2007,7.107425474110705,2,7.639642287858013,4.0,5.0,4.0,24.0,4.0,6.0,6.0,100,58.36413428642842,576.0
826,5,6.665683717782408,0,1924,0.0,1,6.665683717782408,2.0,3.0,3.0,4.0,1.0,1.0,2.0,25,44.431339425509506,16.0
827,7,7.268920128193722,2,2001,6.269096283706261,2,7.282761179605593,3.0,4.0,3.0,13.0,3.0,6.0,6.0,49,53.03861039917025,169.0
828,5,7.6624678152002375,2,1967,6.289715570908998,2,6.921658184151129,2.0,3.0,2.0,19.0,4.0,6.0,6.0,25,47.9093520182263,361.0
829,7,7.1098794630722715,2,2005,6.175867270105761,2,6.398594934535208,3.0,4.0,3.0,20.0,3.0,3.0,6.0,49,40.942017136259615,400.0
830,6,7.239214973779806,2,1957,6.129050210060545,1,7.239214973779806,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,52.40623343659775,121.0
831,7,7.0909098220799835,2,2005,6.175867270105761,2,6.398594934535208,2.0,4.0,3.0,20.0,3.0,3.0,6.0,49,40.942017136259615,400.0
832,7,7.512071245835466,2,2003,6.419994928147142,2,6.848005274576363,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,46.89517624062569,289.0
833,6,7.324489979348532,2,1964,6.159095388491933,1,7.324489979348532,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,53.64815345757706,121.0
834,5,7.0431599159883405,2,1961,6.124683390894205,1,7.0431599159883405,2.0,3.0,2.0,11.0,2.0,6.0,3.0,25,49.606101602184886,121.0
835,4,6.97354301952014,2,1950,6.07993319509559,2,6.97354301952014,2.0,4.0,3.0,7.0,2.0,6.0,3.0,16,48.63030224509808,49.0
836,5,7.352441100243583,2,1948,6.70073110954781,1,7.352441100243583,2.0,3.0,2.0,6.0,2.0,3.0,2.0,25,54.05839013255107,36.0
837,6,6.895682697747868,1,1973,5.579729825986222,1,6.182084906716632,2.0,3.0,2.0,3.0,2.0,3.0,3.0,36,38.21817379385359,9.0
838,5,7.003065458786462,1,1995,5.8664680569332965,1,7.003065458786462,2.0,4.0,3.0,17.0,2.0,6.0,6.0,25,49.04292582004803,289.0
839,5,7.0909098220799835,1,1946,5.484796933490655,1,6.645090969505644,2.0,3.0,2.0,5.0,2.0,3.0,3.0,25,44.15723399300546,25.0
840,6,7.301822342137932,1,1925,5.993961427306569,2,6.511745329644728,2.0,3.0,1.0,9.0,2.0,3.0,2.0,36,42.402827238149925,81.0
841,5,7.3395376954076745,2,1904,6.532334292222349,2,6.478509642208569,2.0,3.0,3.0,6.0,2.0,3.0,6.0,25,41.9710871841894,36.0
842,6,7.061334366910438,2,1966,6.19644412779452,1,7.028201432058005,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,49.39561536958219,121.0
843,5,7.496097345175956,0,1961,0.0,2,7.496097345175956,2.0,3.0,2.0,11.0,1.0,1.0,3.0,25,56.191475408354016,121.0
844,5,7.256297239690681,3,1915,6.580639137284949,1,6.776506992372183,2.0,3.0,2.0,6.0,2.0,3.0,2.0,25,45.92104701766909,36.0
845,5,7.43955930913332,2,1975,6.416732282512326,2,7.237778191923443,2.0,4.0,2.0,7.0,4.0,5.0,3.0,25,52.38543315548258,49.0
846,7,7.4821189235521155,2,1993,6.054439346269371,2,6.608000625296087,3.0,4.0,3.0,13.0,2.0,6.0,6.0,49,43.66567226391347,169.0
847,5,6.762729506931879,1,1972,5.82600010738045,1,6.762729506931879,2.0,3.0,2.0,17.0,2.0,6.0,3.0,25,45.734510383927095,289.0
848,6,7.765993079407675,2,1908,5.8888779583328805,3,6.811244378601294,2.0,3.0,2.0,19.0,2.0,3.0,2.0,36,46.39304998502772,361.0
849,6,7.526178913346146,2,1976,6.240275845170769,2,6.270988431858299,3.0,3.0,2.0,21.0,3.0,6.0,3.0,36,39.325295912500614,441.0
850,6,6.744059186311348,2,2003,6.042632833682381,1,6.744059186311348,3.0,4.0,3.0,17.0,4.0,6.0,6.0,36,45.48233430847048,289.0
851,8,7.284134806195205,2,2003,5.993961427306569,2,7.149916836132109,3.0,4.0,3.0,16.0,4.0,6.0,6.0,64,51.12131076360538,256.0
852,7,7.4067107301776405,1,1941,5.484796933490655,2,6.823286122355687,2.0,3.0,2.0,18.0,2.0,3.0,3.0,49,46.557233507531706,324.0
853,6,7.27655640271871,2,1964,6.470799503782602,1,7.028201432058005,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,49.39561536958219,121.0
854,5,7.484368643286131,2,1955,6.12029741895095,1,7.475339236566737,2.0,3.0,2.0,7.0,2.0,6.0,3.0,25,55.88069670175416,49.0
855,5,6.947937068614969,1,1962,5.564520407322694,1,6.947937068614969,2.0,3.0,2.0,7.0,2.0,3.0,3.0,25,48.27382950943397,49.0
856,6,6.934397209928558,2,1978,6.3578422665081,1,6.846943139585379,2.0,4.0,2.0,17.0,2.0,3.0,3.0,36,46.880630356715294,289.0
857,6,7.301147805856032,2,1994,5.840641657373398,2,6.555356891810665,2.0,4.0,2.0,15.0,4.0,6.0,6.0,36,42.97270397900958,225.0
858,7,7.223295679562314,2,1976,6.173786103901937,2,6.994849985833071,2.0,4.0,2.0,14.0,3.0,6.0,3.0,49,48.927926324308906,196.0
859,6,7.884199933676039,2,1968,6.429719478039138,2,6.961296045910167,2.0,3.0,3.0,14.0,2.0,6.0,3.0,36,48.459642638804524,196.0
860,7,7.2633296174768365,1,1918,5.37989735354046,1,6.816735880594968,3.0,3.0,3.0,18.0,2.0,3.0,2.0,49,46.46788806579085,324.0
861,5,6.946975992135418,2,1965,6.22455842927536,1,6.946975992135418,2.0,3.0,2.0,7.0,2.0,6.0,6.0,25,48.26047543530588,49.0
862,6,7.001245622069476,2,1984,6.175867270105761,2,6.947937068614969,2.0,4.0,2.0,13.0,2.0,6.0,6.0,36,48.27382950943397,169.0
863,5,7.046647277848756,1,1959,6.511745329644728,1,7.046647277848756,2.0,3.0,2.0,11.0,2.0,6.0,3.0,25,49.65523785841328,121.0
864,7,7.224753405767971,2,2007,6.272877006546167,2,7.224753405767971,3.0,5.0,3.0,20.0,4.0,6.0,6.0,49,52.1970617741559,400.0
865,5,6.910750787961936,2,1970,6.805722553416985,1,6.910750787961936,2.0,3.0,2.0,11.0,2.0,3.0,3.0,25,47.75847645331652,121.0
866,8,7.4067107301776405,3,2006,6.769641976852503,2,7.40184157874383,3.0,4.0,3.0,22.0,3.0,6.0,6.0,64,54.787258756820954,484.0
867,4,7.02197642307216,2,1961,6.300785794663244,1,6.947937068614969,2.0,3.0,1.0,7.0,3.0,6.0,3.0,16,48.27382950943397,49.0
868,5,7.749753406274437,2,1948,6.511745329644728,2,0.0,2.0,1.0,2.0,15.0,2.0,6.0,1.0,25,0.0,225.0
869,7,7.575584651557793,2,1993,6.354370040797351,2,6.957497370876951,3.0,4.0,3.0,13.0,4.0,6.0,6.0,49,48.40676966575969,169.0
870,5,6.796823718274855,1,1962,5.733341276897746,1,6.796823718274855,2.0,3.0,2.0,11.0,2.0,3.0,3.0,25,46.19681265730363,121.0
871,6,7.428333194190806,2,1998,6.261491684321042,2,6.690842277418564,2.0,4.0,3.0,17.0,3.0,6.0,6.0,36,44.767370381291634,289.0
872,5,6.814542897259958,2,1953,6.028278520230698,1,4.663439094112067,3.0,3.0,3.0,11.0,2.0,6.0,4.0,25,21.747664184492777,121.0
873,5,7.1459844677143876,1,1949,5.666426688112432,1,6.725033642166843,3.0,3.0,2.0,11.0,2.0,6.0,3.0,25,45.226077488275834,121.0
874,5,7.0317412587631285,1,1941,5.303304908059076,1,6.517671272912275,2.0,3.0,2.0,6.0,2.0,3.0,3.0,25,42.480038821745914,36.0
875,8,7.8674885686991285,2,2007,6.311734809152915,2,7.077498053569231,3.0,4.0,4.0,20.0,4.0,7.0,6.0,64,50.09097869827625,400.0
876,4,6.947937068614969,2,1963,6.47543271670409,1,6.970730078143525,2.0,3.0,2.0,12.0,2.0,6.0,6.0,16,48.59107782233484,144.0
877,9,7.707512194600341,3,2004,6.6052979209482015,2,7.288244401020124,3.0,5.0,4.0,24.0,4.0,6.0,6.0,81,53.11850644900119,576.0
878,5,7.052721049232323,2,1961,6.3578422665081,1,7.01211529430638,2.0,3.0,3.0,7.0,2.0,3.0,3.0,25,49.16976090064545,49.0
879,5,6.762729506931879,1,1978,5.820082930352362,1,6.762729506931879,3.0,3.0,2.0,17.0,2.0,6.0,3.0,25,45.734510383927095,289.0
880,5,6.994849985833071,2,2005,6.111467339502679,1,6.994849985833071,2.0,5.0,2.0,5.0,4.0,6.0,6.0,25,48.927926324308906,25.0
881,7,7.4489161025442,2,1990,5.993961427306569,2,7.053585727193677,3.0,4.0,3.0,22.0,3.0,6.0,3.0,49,49.75307161087035,484.0
882,6,7.374001859350161,2,1992,5.966146739123692,2,6.695798917058491,2.0,4.0,2.0,15.0,3.0,7.0,6.0,36,44.833723137681666,225.0
883,4,7.7102051944325325,1,1912,6.089044875446846,1,6.679599185844383,3.0,3.0,2.0,9.0,2.0,3.0,6.0,16,44.617045283532946,81.0
884,5,6.794586580876499,1,1967,5.666426688112432,1,6.794586580876499,2.0,3.0,2.0,11.0,3.0,6.0,3.0,25,46.16640680502699,121.0
885,9,7.444248649496705,2,1999,6.2285110035911835,2,7.4377951216719325,3.0,5.0,3.0,20.0,4.0,6.0,6.0,81,55.3207962719668,400.0
886,5,7.44600149832412,2,1959,6.3784261836515865,2,7.394493107219038,2.0,3.0,2.0,11.0,4.0,6.0,3.0,25,54.67852831270986,121.0
887,5,7.2399325913204695,1,1955,5.707110264748875,1,6.705639094860003,2.0,3.0,2.0,5.0,2.0,6.0,6.0,25,44.96559567051488,25.0
888,8,7.704361167910313,2,1970,6.432940092739179,2,7.704361167910313,3.0,3.0,3.0,11.0,2.0,6.0,6.0,64,59.35718100560436,121.0
889,6,7.317212408359839,2,1953,6.226536669287466,1,7.317212408359839,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,53.541597429055194,121.0
890,5,6.829793737512425,2,1949,6.3578422665081,1,6.511745329644728,2.0,3.0,2.0,11.0,2.0,3.0,3.0,25,42.402827238149925,121.0
891,6,7.428927194802272,2,1978,6.089044875446846,2,6.823286122355687,2.0,3.0,2.0,7.0,3.0,6.0,3.0,36,46.557233507531706,49.0
892,6,6.974478911025045,1,1963,5.579729825986222,1,6.966024187106113,2.0,3.0,2.0,7.0,3.0,6.0,3.0,36,48.52549297534738,49.0
893,5,7.232733136177615,1,1954,5.872117789475416,1,7.232733136177615,2.0,4.0,2.0,7.0,2.0,6.0,6.0,25,52.31242861916167,49.0
894,5,7.336936913707618,2,1979,5.993961427306569,2,0.0,2.0,1.0,2.0,13.0,2.0,6.0,1.0,25,0.0,169.0
895,6,7.493873886783559,2,1963,6.182084906716632,1,6.660575149839686,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,44.363261326661956,121.0
896,4,6.858565034791365,1,1936,5.793013608384144,1,6.858565034791365,2.0,3.0,2.0,2.0,2.0,3.0,2.0,16,47.03991433646268,4.0
897,5,7.714677473800927,2,1979,6.270988431858299,2,0.0,2.0,1.0,2.0,13.0,2.0,3.0,1.0,25,0.0,169.0
899,5,7.1204443723924875,1,1961,5.666426688112432,1,6.816735880594968,2.0,3.0,2.0,7.0,2.0,6.0,3.0,25,46.46788806579085,49.0
900,4,6.755768921984255,1,1971,6.529418838262226,1,6.755768921984255,2.0,3.0,2.0,11.0,2.0,3.0,3.0,16,45.6404137272483,121.0
901,5,7.175489713624222,1,1957,6.6293632534374485,1,6.900730664045173,2.0,3.0,2.0,11.0,2.0,3.0,3.0,25,47.62008369769333,121.0
902,7,7.31986492980897,2,2003,5.976350909297934,2,6.664409020350408,3.0,4.0,3.0,15.0,4.0,6.0,6.0,49,44.41434759052788,225.0
903,7,7.421177528595393,3,2006,6.53813982376767,2,7.421177528595393,3.0,4.0,3.0,15.0,3.0,6.0,6.0,49,55.07387591092923,225.0
904,5,6.805722553416985,1,1967,5.666426688112432,1,6.776506992372183,2.0,3.0,2.0,7.0,2.0,6.0,3.0,25,45.92104701766909,49.0
